Unemployment,Income inequality,FIPS,Air pollution - particulate matter,State,Population that is not proficient in English
0.079,4.354,17187,11.11,IL,0.032
0.069,,17189,12.66,IL,0.006
0.068,3.858,17189,12.66,IL,0.004
0.084,,17191,13.62,IL,0.002
0.087,3.974,17191,13.62,IL,0.002
0.077,,17193,13.92,IL,0.003
0.081,4.794,17193,13.92,IL,0.004
0.093,,17195,11.91,IL,0.009
0.095,3.791,17195,11.91,IL,0.008
0.09,,17197,13.11,IL,0.037
0.094,3.743,17197,13.11,IL,0.036
0.083,,17199,13.19,IL,0.005
0.089,4.367,17199,13.19,IL,0.006
0.114,,17201,12.3,IL,0.024
0.116,4.644,17201,12.3,IL,0.025
0.065,,17203,12.28,IL,0.003
0.076,3.983,17203,12.28,IL,0.002
0.078,,18001,13.42,IN,0.02
0.066,3.673,18001,13.42,IN,0.021
0.083,,18003,13.24,IN,0.022
0.073,4.139,18003,13.24,IN,0.021
0.064,,18005,13.59,IN,0.02
0.059,4.132,18005,13.59,IN,0.018
0.084,,18007,13.47,IN,0.008
0.075,3.791,18007,13.47,IN,0.009
0.106,,18009,13.48,IN,0.001
0.089,3.387,18009,13.48,IN,0.003
0.067,,18011,13.57,IN,0.005
0.061,4.222,18011,13.57,IN,0.005
0.079,,18013,13.66,IN,0.003
0.072,4.295,18013,13.66,IN,0.003
0.075,,18015,13.48,IN,0.015
0.071,3.783,18015,13.48,IN,0.014
0.087,,18017,13.42,IN,0.05
0.076,3.585,18017,13.42,IN,0.047
0.078,,18019,13.53,IN,0.012
0.071,4.056,18019,13.53,IN,0.01
0.101,,18021,13.78,IN,0.001
0.087,4.113,18021,13.78,IN,0.001
0.081,,18023,13.52,IN,0.043
0.071,3.859,18023,13.52,IN,0.038
0.1,,18025,13.76,IN,0.002
0.092,4.112,18025,13.76,IN,0.001
0.061,,18027,13.92,IN,0.013
0.055,3.442,18027,13.92,IN,0.009
0.089,,18033,13.1,IN,0.006
0.073,3.857,18033,13.1,IN,0.004
0.085,,18029,13.38,IN,0.002
0.078,3.701,18029,13.38,IN,0.001
0.088,,18031,13.5,IN,0.006
0.071,3.541,18031,13.5,IN,0.004
0.095,,18035,13.48,IN,0.004
0.087,4.787,18035,13.48,IN,0.003
0.058,,18037,13.9,IN,0.015
0.053,3.564,18037,13.9,IN,0.02
0.096,,18039,13.05,IN,0.039
0.076,3.78,18039,13.05,IN,0.04
0.115,,18041,13.45,IN,0.004
0.103,4.6,18041,13.45,IN,0.004
0.076,,18043,13.59,IN,0.006
0.069,4.51,18043,13.59,IN,0.009
0.087,,18045,13.61,IN,0.008
0.097,3.706,18045,13.61,IN,0.007
0.083,,18047,13.42,IN,0.003
0.079,3.564,18047,13.42,IN,0.003
0.086,,18049,13.28,IN,0.009
0.082,4.313,18049,13.28,IN,0.011
0.074,,18051,14.13,IN,0.006
0.064,3.878,18051,14.13,IN,0.003
0.099,,18053,13.49,IN,0.006
0.088,4.361,18053,13.49,IN,0.006
0.093,,18055,13.84,IN,0.001
0.085,4.428,18055,13.84,IN,0.002
0.058,,18057,13.53,IN,0.009
0.053,3.683,18057,13.53,IN,0.011
0.071,,18059,13.53,IN,0.004
0.064,3.517,18059,13.53,IN,0.004
0.075,,18061,13.66,IN,0.002
0.07,4.106,18061,13.66,IN,0.003
0.066,,18063,13.62,IN,0.008
0.059,3.274,18063,13.62,IN,0.008
0.099,,18065,13.48,IN,0.003
0.086,4.248,18065,13.48,IN,0.003
0.092,,18067,13.49,IN,0.007
0.082,4.678,18067,13.49,IN,0.007
0.084,,18069,13.38,IN,0.002
0.073,3.797,18069,13.38,IN,0.002
0.072,,18071,13.63,IN,0.019
0.062,3.697,18071,13.63,IN,0.024
0.085,,18073,13.33,IN,0.005
0.082,3.241,18073,13.33,IN,0.005
0.073,,18075,13.48,IN,0.004
0.069,3.701,18075,13.48,IN,0.006
0.082,,18077,13.47,IN,0.008
0.073,3.735,18077,13.47,IN,0.009
0.101,,18079,13.53,IN,0.004
0.088,4.109,18079,13.53,IN,0.004
0.07,,18081,13.6,IN,0.008
0.062,3.797,18081,13.6,IN,0.008
0.067,,18083,14.02,IN,0.005
0.062,4.442,18083,14.02,IN,0.004
0.074,,18085,13.21,IN,0.013
0.062,3.801,18085,13.21,IN,0.013
0.1,,18091,13.12,IN,0.013
0.094,4.291,18091,13.12,IN,0.011
0.079,,18087,13.01,IN,0.033
0.063,3.556,18087,13.01,IN,0.034
0.095,,18089,13.2,IN,0.023
0.092,4.816,18089,13.2,IN,0.025
0.107,,18093,13.75,IN,0.006
0.097,4.4,18093,13.75,IN,0.005
0.097,,18095,13.5,IN,0.006
0.09,4.325,18095,13.5,IN,0.006
0.087,,18097,13.57,IN,0.036
0.077,4.713,18097,13.57,IN,0.036
0.089,,18099,13.17,IN,0.025
0.078,4.137,18099,13.17,IN,0.019
0.067,,18101,13.85,IN,0.002
0.059,4.304,18101,13.85,IN,0.002
0.103,,18103,13.39,IN,0.002
0.093,3.884,18103,13.39,IN,0.002
0.069,,18105,13.72,IN,0.013
0.064,6.466,18105,13.72,IN,0.013
0.084,,18107,13.6,IN,0.018
0.072,3.899,18107,13.6,IN,0.012
0.081,,18109,13.65,IN,0.002
0.071,3.875,18109,13.65,IN,0.002
0.098,,18111,13.35,IN,0.005
0.084,3.692,18111,13.35,IN,0.005
0.092,,18113,13.12,IN,0.026
0.076,3.718,18113,13.12,IN,0.026
0.085,,18115,13.37,IN,0.0
0.079,3.729,18115,13.37,IN,0.0
0.095,,18117,13.77,IN,0.003
0.082,4.279,18117,13.77,IN,0.003
0.096,,18119,13.77,IN,0.004
0.085,3.684,18119,13.77,IN,0.005
0.098,,18121,13.7,IN,0.006
0.086,3.609,18121,13.7,IN,0.004
0.079,,18123,13.84,IN,0.0
0.073,4.091,18123,13.84,IN,0.001
0.077,,18125,14.01,IN,0.0
0.071,4.099,18125,14.01,IN,0.0
0.077,,18127,13.17,IN,0.007
0.074,3.955,18127,13.17,IN,0.006
0.072,,18129,14.22,IN,0.002
0.065,3.887,18129,14.22,IN,0.003
0.07,,18131,13.3,IN,0.002
0.063,4.331,18131,13.3,IN,0.003
0.091,,18133,13.68,IN,0.006
0.077,3.402,18133,13.68,IN,0.007
0.097,,18135,13.46,IN,0.005
0.086,4.113,18135,13.46,IN,0.006
0.09,,18137,13.45,IN,0.005
0.086,3.84,18137,13.45,IN,0.005
0.079,,18139,13.5,IN,0.001
0.066,4.034,18139,13.5,IN,0.001
0.098,,18143,13.56,IN,0.006
0.08,3.666,18143,13.56,IN,0.005
0.078,,18145,13.55,IN,0.01
0.067,3.79,18145,13.55,IN,0.01
0.077,,18147,13.98,IN,0.009
0.069,3.909,18147,13.98,IN,0.009
0.097,,18141,13.06,IN,0.014
0.088,4.477,18141,13.06,IN,0.015
0.104,,18149,13.21,IN,0.008
0.091,3.713,18149,13.21,IN,0.008
0.089,,18151,12.98,IN,0.005
0.075,3.58,18151,12.98,IN,0.004
0.111,,18153,13.94,IN,0.005
0.101,5.084,18153,13.94,IN,0.007
0.069,,18155,13.37,IN,0.01
0.065,3.816,18155,13.37,IN,0.01
0.074,,18157,13.53,IN,0.021
0.068,5.302,18157,13.53,IN,0.021
0.093,,18159,13.51,IN,0.005
0.077,3.164,18159,13.51,IN,0.005
0.086,,18161,13.41,IN,0.004
0.075,4.152,18161,13.41,IN,0.002
0.076,,18163,14.19,IN,0.006
0.07,4.559,18163,14.19,IN,0.006
0.112,,18165,13.71,IN,0.002
0.106,4.207,18165,13.71,IN,0.001
0.1,,18167,13.83,IN,0.007
0.095,4.89,18167,13.83,IN,0.007
0.086,,18169,13.38,IN,0.006
0.073,3.832,18169,13.38,IN,0.007
0.065,,18171,13.56,IN,0.0
0.076,3.662,18171,13.56,IN,0.0
0.068,,18173,14.05,IN,0.003
0.062,3.606,18173,14.05,IN,0.003
0.086,,18175,13.66,IN,0.004
0.084,3.719,18175,13.66,IN,0.005
0.103,,18177,13.44,IN,0.006
0.088,4.754,18177,13.44,IN,0.007
0.074,,18179,13.43,IN,0.002
0.065,3.567,18179,13.43,IN,0.002
0.081,,18181,13.42,IN,0.016
0.071,3.583,18181,13.42,IN,0.014
0.079,,18183,13.23,IN,0.001
0.068,3.377,18183,13.23,IN,0.001
0.064,,20001,8.15,KS,0.002
0.055,4.308,20001,8.15,KS,0.001
0.066,,20003,8.18,KS,0.003
0.06,4.028,20003,8.18,KS,0.005
0.068,,20005,8.27,KS,0.002
0.077,4.335,20005,8.27,KS,0.002
0.037,,20007,10.78,KS,0.003
0.038,4.02,20007,10.78,KS,0.002
0.042,,20009,11.49,KS,0.041
0.038,3.939,20009,11.49,KS,0.036
0.063,,20011,8.4,KS,0.0
0.053,4.853,20011,8.4,KS,0.001
0.05,,20013,8.29,KS,0.007
0.049,4.469,20013,8.29,KS,0.007
0.066,,20015,9.26,KS,0.004
0.059,3.982,20015,9.26,KS,0.003
0.047,,20017,9.18,KS,0.011
0.05,4.51,20017,9.18,KS,0.008
0.061,,20019,9.04,KS,0.011
0.058,3.533,20019,9.04,KS,0.008
0.073,,20021,8.9,KS,0.002
0.061,4.266,20021,8.9,KS,0.002
0.032,,20023,13.28,KS,0.008
0.032,4.176,20023,13.28,KS,0.006
0.034,,20025,11.51,KS,0.009
0.031,4.009,20025,11.51,KS,0.007
0.044,,20027,9.99,KS,0.0
0.043,3.938,20027,9.99,KS,0.0
0.039,,20029,10.54,KS,0.005
0.034,3.909,20029,10.54,KS,0.004
0.06,,20031,8.27,KS,0.004
0.052,3.956,20031,8.27,KS,0.001
0.032,3.777,20033,11.17,KS,0.003
0.057,,20035,9.37,KS,0.02
0.055,4.137,20035,9.37,KS,0.02
0.063,,20037,8.44,KS,0.015
0.056,4.58,20037,8.44,KS,0.016
0.038,,20039,12.84,KS,0.006
0.035,3.813,20039,12.84,KS,0.003
0.055,,20041,9.92,KS,0.002
0.056,3.782,20041,9.92,KS,0.003
0.061,,20043,8.38,KS,0.005
0.055,3.956,20043,8.38,KS,0.005
0.053,,20045,8.24,KS,0.016
0.051,5.213,20045,8.24,KS,0.016
0.037,,20047,11.67,KS,0.036
0.034,3.458,20047,11.67,KS,0.036
0.06,,20049,8.71,KS,0.006
0.051,4.127,20049,8.71,KS,0.023
0.031,,20051,12.31,KS,0.008
0.028,4.718,20051,12.31,KS,0.008
0.033,,20053,11.01,KS,0.001
0.033,3.442,20053,11.01,KS,0.003
0.044,,20055,12.51,KS,0.102
0.044,3.4,20055,12.51,KS,0.113
0.036,,20057,11.92,KS,0.156
0.038,3.429,20057,11.92,KS,0.139
0.076,,20059,8.22,KS,0.004
0.065,3.917,20059,8.22,KS,0.005
0.068,,20061,9.49,KS,0.016
0.069,3.073,20061,9.49,KS,0.011
0.027,,20063,12.86,KS,0.002
0.03,3.569,20063,12.86,KS,0.001
0.031,,20065,12.69,KS,0.0
0.038,4.265,20065,12.69,KS,0.0
0.038,,20067,12.57,KS,0.085
0.036,3.143,20067,12.57,KS,0.085
0.03,,20069,12.22,KS,0.035
0.029,3.354,20069,12.22,KS,0.024
0.055,,20073,8.69,KS,0.0
0.054,4.287,20073,8.69,KS,0.0
0.037,,20075,13.0,KS,0.076
0.038,3.94,20075,13.0,KS,0.084
0.037,,20077,10.32,KS,0.01
0.035,4.582,20077,10.32,KS,0.015
0.056,,20079,9.93,KS,0.024
0.051,4.338,20079,9.93,KS,0.026
0.035,,20081,12.36,KS,0.043
0.03,3.348,20081,12.36,KS,0.053
0.064,,20085,8.48,KS,0.005
0.056,3.655,20085,8.48,KS,0.005
0.064,,20087,8.23,KS,0.003
0.065,3.561,20087,8.23,KS,0.003
0.035,,20089,11.22,KS,0.0
0.029,3.961,20089,11.22,KS,0.002
0.05,,20091,8.54,KS,0.019
0.047,3.93,20091,8.54,KS,0.019
0.038,,20093,12.76,KS,0.067
0.036,3.044,20093,12.76,KS,0.069
0.048,,20095,10.43,KS,0.002
0.044,3.607,20095,10.43,KS,0.002
0.03,5.082,20097,11.46,KS,0.002
0.08,,20099,8.59,KS,0.005
0.075,4.204,20099,8.59,KS,0.005
0.03,4.779,20101,12.6,KS,0.003
0.069,,20103,8.42,KS,0.009
0.066,4.376,20103,8.42,KS,0.009
0.046,,20105,11.15,KS,0.006
0.045,3.751,20105,11.15,KS,0.013
0.087,,20107,8.45,KS,0.003
0.076,3.996,20107,8.45,KS,0.002
0.03,,20109,13.12,KS,0.004
0.029,5.043,20109,13.12,KS,0.012
0.055,,20111,8.75,KS,0.041
0.069,4.545,20111,8.75,KS,0.042
0.05,,20115,9.7,KS,0.002
0.047,3.61,20115,9.7,KS,0.002
0.04,,20117,9.31,KS,0.004
0.039,4.235,20117,9.31,KS,0.003
0.04,,20113,10.29,KS,0.004
0.039,3.644,20113,10.29,KS,0.003
0.033,,20119,11.78,KS,0.028
0.034,3.078,20119,11.78,KS,0.032
0.063,,20121,8.49,KS,0.002
0.057,4.081,20121,8.49,KS,0.003
0.031,,20123,11.16,KS,0.002
0.031,4.008,20123,11.16,KS,0.001
0.077,,20125,8.63,KS,0.008
0.069,4.783,20125,8.63,KS,0.008
0.066,,20127,9.35,KS,0.008
0.06,3.827,20127,9.35,KS,0.003
0.039,,20129,12.4,KS,0.04
0.041,3.367,20129,12.4,KS,0.034
0.035,,20131,8.76,KS,0.002
0.034,4.084,20131,8.76,KS,0.003
0.072,,20133,8.14,KS,0.012
0.069,4.416,20133,8.14,KS,0.011
0.028,,20135,12.36,KS,0.015
0.028,3.897,20135,12.36,KS,0.013
0.037,,20137,12.65,KS,0.009
0.035,3.917,20137,12.65,KS,0.012
0.071,,20139,8.32,KS,0.002
0.07,3.865,20139,8.32,KS,0.002
0.041,,20141,11.79,KS,0.005
0.043,4.421,20141,11.79,KS,0.004
0.051,,20143,10.55,KS,0.001
0.045,3.15,20143,10.55,KS,0.0
0.042,,20145,11.79,KS,0.005
0.044,3.963,20145,11.79,KS,0.019
0.042,,20147,12.43,KS,0.001
0.042,3.432,20147,12.43,KS,0.002
0.048,,20149,9.09,KS,0.009
0.051,3.801,20149,9.09,KS,0.008
0.04,,20151,11.04,KS,0.012
0.036,4.442,20151,11.04,KS,0.013
0.03,,20153,13.05,KS,0.005
0.031,3.791,20153,13.05,KS,0.005
0.052,,20155,10.54,KS,0.008
0.052,3.926,20155,10.54,KS,0.008
0.036,,20157,10.54,KS,0.0
0.033,4.028,20157,10.54,KS,0.0
0.04,,20159,10.84,KS,0.014
0.039,3.983,20159,10.84,KS,0.014
0.045,,20161,9.52,KS,0.01
0.045,5.143,20161,9.52,KS,0.011
0.047,,20163,12.4,KS,0.002
0.043,4.057,20163,12.4,KS,0.003
0.047,,20165,12.07,KS,0.001
0.045,3.701,20165,12.07,KS,0.001
0.042,,20167,11.73,KS,0.012
0.043,4.169,20167,11.73,KS,0.007
0.058,,20169,10.45,KS,0.02
0.052,3.914,20169,10.45,KS,0.017
0.029,,20171,12.8,KS,0.092
0.028,3.465,20171,12.8,KS,0.071
0.069,,20173,9.84,KS,0.029
0.064,4.472,20173,9.84,KS,0.028
0.04,,20175,11.96,KS,0.195
0.041,3.496,20175,11.96,KS,0.208
0.062,,20177,8.41,KS,0.014
0.059,4.392,20177,8.41,KS,0.014
0.025,,20179,12.88,KS,0.002
0.025,4.304,20179,12.88,KS,0.007
0.031,,20181,13.34,KS,0.008
0.033,3.944,20181,13.34,KS,0.006
0.039,,20183,11.89,KS,0.001
0.037,4.303,20183,11.89,KS,0.001
0.047,,20185,11.2,KS,0.022
0.045,3.536,20185,11.2,KS,0.02
0.041,,20189,12.17,KS,0.084
0.037,4.354,20189,12.17,KS,0.076
0.064,,20191,9.87,KS,0.001
0.06,3.969,20191,9.87,KS,0.004
0.037,,20193,13.1,KS,0.01
0.036,6.089,20193,13.1,KS,0.008
0.034,,20195,12.61,KS,0.001
0.03,3.231,20195,12.61,KS,0.001
0.054,,20197,8.89,KS,0.004
0.054,3.283,20197,8.89,KS,0.004
0.041,,20201,9.92,KS,0.014
0.037,4.025,20201,9.92,KS,0.015
0.054,,20203,13.0,KS,0.047
0.038,3.346,20203,13.0,KS,0.063
0.086,,20205,8.21,KS,0.005
0.079,4.082,20205,8.21,KS,0.005
0.063,,20207,8.23,KS,0.0
0.065,4.167,20207,8.23,KS,0.0
0.086,,20209,8.57,KS,0.075
0.083,4.589,20209,8.57,KS,0.078
0.077,,21001,13.48,KY,0.003
0.083,5.251,21001,13.48,KY,0.0
0.087,,21003,13.99,KY,0.006
0.084,4.892,21003,13.99,KY,0.009
0.074,,21005,13.27,KY,0.005
0.071,3.198,21005,13.27,KY,0.004
0.085,,21007,13.42,KY,0.001
0.088,4.746,21007,13.42,KY,0.0
0.081,,21009,13.82,KY,0.003
0.082,5.606,21009,13.82,KY,0.004
0.101,,21011,12.99,KY,0.0
0.101,5.228,21011,12.99,KY,0.001
0.133,,21013,13.09,KY,0.002
0.149,5.503,21013,13.09,KY,0.002
0.071,,21015,13.31,KY,0.012
0.068,3.714,21015,13.31,KY,0.012
0.077,,21017,13.03,KY,0.022
0.076,5.228,21017,13.03,KY,0.025
0.076,,21019,13.08,KY,0.004
0.077,5.281,21019,13.08,KY,0.003
0.096,,21021,13.19,KY,0.01
0.096,4.751,21021,13.19,KY,0.008
0.086,,21023,13.1,KY,0.014
0.092,4.824,21023,13.1,KY,0.008
0.119,,21025,12.9,KY,0.004
0.123,4.94,21025,12.9,KY,0.007
0.083,,21027,13.79,KY,0.001
0.079,4.035,21027,13.79,KY,0.005
0.085,,21029,13.52,KY,0.001
0.078,3.606,21029,13.52,KY,0.001
0.085,,21031,14.02,KY,0.011
0.088,5.239,21031,14.02,KY,0.011
0.071,,21033,14.48,KY,0.006
0.07,5.54,21033,14.48,KY,0.003
0.072,,21035,14.35,KY,0.01
0.08,5.482,21035,14.35,KY,0.011
0.076,,21037,13.21,KY,0.003
0.072,4.646,21037,13.21,KY,0.003
0.074,,21039,13.55,KY,0.003
0.071,4.031,21039,13.55,KY,0.001
0.096,,21041,13.36,KY,0.026
0.087,4.755,21041,13.36,KY,0.02
0.111,,21043,13.06,KY,0.001
0.115,4.536,21043,13.06,KY,0.001
0.079,,21045,13.26,KY,0.014
0.085,4.633,21045,13.26,KY,0.009
0.101,,21047,14.47,KY,0.012
0.109,4.165,21047,14.47,KY,0.011
0.08,,21049,12.98,KY,0.007
0.078,4.554,21049,12.98,KY,0.003
0.127,,21051,12.97,KY,0.001
0.134,5.862,21051,12.97,KY,0.001
0.095,,21053,13.54,KY,0.005
0.096,4.284,21053,13.54,KY,0.002
0.078,,21055,14.24,KY,0.007
0.077,4.99,21055,14.24,KY,0.015
0.108,,21057,13.63,KY,0.001
0.111,4.917,21057,13.63,KY,0.001
0.067,,21059,14.06,KY,0.006
0.068,4.479,21059,14.06,KY,0.007
0.094,,21061,13.85,KY,0.005
0.095,5.151,21061,13.85,KY,0.006
0.111,,21063,13.02,KY,0.004
0.116,5.755,21063,13.02,KY,0.006
0.089,,21065,12.89,KY,0.007
0.087,5.487,21065,12.89,KY,0.0
0.063,,21067,13.1,KY,0.028
0.065,5.48,21067,13.1,KY,0.028
0.092,,21069,13.04,KY,0.004
0.099,5.962,21069,13.04,KY,0.002
0.106,,21071,12.94,KY,0.001
0.125,5.664,21071,12.94,KY,0.002
0.067,,21073,13.25,KY,0.008
0.068,4.703,21073,13.25,KY,0.012
0.157,,21075,13.57,KY,0.003
0.15,5.312,21075,13.57,KY,0.002
0.085,,21077,13.33,KY,0.018
0.083,3.851,21077,13.33,KY,0.034
0.087,,21079,13.06,KY,0.003
0.087,4.111,21079,13.06,KY,0.005
0.083,,21081,13.24,KY,0.004
0.074,3.975,21081,13.24,KY,0.008
0.085,,21083,13.95,KY,0.015
0.092,5.117,21083,13.95,KY,0.016
0.104,,21085,13.79,KY,0.005
0.106,4.551,21085,13.79,KY,0.005
0.079,,21087,13.53,KY,0.001
0.082,5.617,21087,13.53,KY,0.0
0.08,,21089,13.11,KY,0.002
0.084,4.768,21089,13.11,KY,0.002
0.069,,21091,13.92,KY,0.004
0.072,4.018,21091,13.92,KY,0.005
0.079,,21093,13.61,KY,0.007
0.075,4.308,21093,13.61,KY,0.008
0.132,,21095,13.03,KY,0.003
0.176,5.125,21095,13.03,KY,0.003
0.075,,21097,13.12,KY,0.003
0.074,5.618,21097,13.12,KY,0.006
0.078,,21099,13.67,KY,0.006
0.076,5.062,21099,13.67,KY,0.006
0.074,,21101,14.22,KY,0.003
0.075,4.886,21101,14.22,KY,0.003
0.083,,21103,13.36,KY,0.007
0.084,4.619,21103,13.36,KY,0.004
0.089,,21105,13.69,KY,0.0
0.083,3.872,21105,13.69,KY,0.0
0.073,,21107,14.33,KY,0.004
0.078,4.888,21107,14.33,KY,0.005
0.144,,21109,12.88,KY,0.001
0.15,5.878,21109,12.88,KY,0.0
0.086,,21111,13.52,KY,0.019
0.081,4.934,21111,13.52,KY,0.02
0.071,,21113,13.11,KY,0.01
0.071,4.559,21113,13.11,KY,0.006
0.093,,21115,12.98,KY,0.002
0.103,4.952,21115,12.98,KY,0.0
0.074,,21117,13.25,KY,0.009
0.071,4.4,21117,13.25,KY,0.008
0.132,,21119,12.93,KY,0.002
0.161,5.444,21119,12.93,KY,0.0
0.113,,21121,13.04,KY,0.0
0.121,5.324,21121,13.04,KY,0.0
0.075,,21123,13.52,KY,0.003
0.074,4.334,21123,13.52,KY,0.004
0.095,,21125,13.02,KY,0.005
0.092,4.792,21125,13.02,KY,0.005
0.099,,21127,13.02,KY,0.003
0.109,5.477,21127,13.02,KY,0.002
0.126,,21129,12.88,KY,0.003
0.126,6.122,21129,12.88,KY,0.004
0.139,,21131,12.98,KY,0.0
0.177,6.409,21131,12.98,KY,0.0
0.134,,21133,12.98,KY,0.0
0.173,6.011,21133,12.98,KY,0.0
0.117,,21135,13.08,KY,0.002
0.122,5.962,21135,13.08,KY,0.0
0.104,,21137,13.11,KY,0.002
0.111,5.292,21137,13.11,KY,0.002
0.082,,21139,14.01,KY,0.003
0.088,4.096,21139,14.01,KY,0.003
0.075,,21141,14.24,KY,0.012
0.071,4.952,21141,14.24,KY,0.01
0.087,,21143,14.38,KY,0.002
0.081,5.064,21143,14.38,KY,0.002
0.067,,21151,12.97,KY,0.002
0.068,5.017,21151,12.97,KY,0.002
0.165,,21153,12.94,KY,0.003
0.176,5.533,21153,12.94,KY,0.0
0.08,,21155,13.33,KY,0.009
0.075,4.788,21155,13.33,KY,0.01
0.086,,21157,14.16,KY,0.002
0.089,3.896,21157,14.16,KY,0.003
0.103,,21159,12.99,KY,0.005
0.116,6.263,21159,12.99,KY,0.002
0.084,,21161,13.07,KY,0.004
0.094,4.843,21161,13.07,KY,0.001
0.078,,21145,13.7,KY,0.005
0.08,4.94,21145,13.7,KY,0.005
0.133,,21147,13.3,KY,0.003
0.135,5.281,21147,13.3,KY,0.003
0.081,,21149,14.15,KY,0.001
0.081,3.957,21149,14.15,KY,0.001
0.101,,21163,13.7,KY,0.004
0.089,4.104,21163,13.7,KY,0.002
0.124,,21165,12.95,KY,0.002
0.128,5.18,21165,12.95,KY,0.002
0.084,,21167,13.2,KY,0.006
0.083,4.697,21167,13.2,KY,0.005
0.08,,21169,13.67,KY,0.005
0.087,4.206,21169,13.67,KY,0.0
0.073,,21171,13.8,KY,0.015
0.075,5.275,21171,13.8,KY,0.015
0.083,,21173,12.95,KY,0.006
0.082,5.268,21173,12.95,KY,0.005
0.114,,21175,12.97,KY,0.008
0.118,5.439,21175,12.97,KY,0.007
0.094,,21177,14.21,KY,0.005
0.095,4.388,21177,14.21,KY,0.004
0.087,,21179,13.43,KY,0.004
0.081,4.312,21179,13.43,KY,0.005
0.094,,21181,13.02,KY,0.004
0.104,4.818,21181,13.02,KY,0.005
0.067,,21183,14.0,KY,0.01
0.075,4.493,21183,14.0,KY,0.012
0.066,,21185,13.46,KY,0.007
0.065,3.715,21185,13.46,KY,0.008
0.072,,21187,13.27,KY,0.004
0.07,4.474,21187,13.27,KY,0.003
0.109,,21189,12.9,KY,0.0
0.12,5.778,21189,12.9,KY,0.0
0.086,,21191,13.17,KY,0.001
0.083,4.11,21191,13.17,KY,0.0
0.12,,21193,12.94,KY,0.0
0.137,5.775,21193,12.94,KY,0.001
0.091,,21195,12.96,KY,0.002
0.117,5.352,21195,12.96,KY,0.001
0.101,,21197,12.92,KY,0.001
0.101,6.649,21197,12.92,KY,0.001
0.094,,21199,13.19,KY,0.003
0.095,5.736,21199,13.19,KY,0.003
0.085,,21201,13.05,KY,0.0
0.093,4.966,21201,13.05,KY,0.0
0.091,,21203,12.99,KY,0.0
0.081,5.789,21203,12.99,KY,0.0
0.073,,21205,13.02,KY,0.003
0.075,5.638,21205,13.02,KY,0.002
0.086,,21207,13.44,KY,0.009
0.1,6.085,21207,13.44,KY,0.01
0.069,,21209,13.17,KY,0.01
0.067,4.093,21209,13.17,KY,0.01
0.066,,21211,13.37,KY,0.028
0.068,3.904,21211,13.37,KY,0.028
0.08,,21213,14.16,KY,0.0
0.071,4.3,21213,14.16,KY,0.001
0.076,,21215,13.4,KY,0.004
0.071,3.267,21215,13.4,KY,0.003
0.078,,21217,13.4,KY,0.002
0.078,4.988,21217,13.4,KY,0.002
0.079,,21219,14.37,KY,0.015
0.081,4.705,21219,14.37,KY,0.009
0.087,,21221,14.58,KY,0.007
0.096,4.37,21221,14.58,KY,0.006
0.082,,21223,13.43,KY,0.011
0.081,4.08,21223,13.43,KY,0.014
0.07,,21225,14.26,KY,0.007
0.071,4.783,21225,14.26,KY,0.008
0.069,,21227,14.0,KY,0.028
0.07,5.077,21227,14.0,KY,0.029
0.086,,21229,13.31,KY,0.007
0.082,4.362,21229,13.31,KY,0.012
0.124,,21231,13.4,KY,0.011
0.117,5.003,21231,13.4,KY,0.011
0.077,,21233,14.32,KY,0.006
0.074,4.862,21233,14.32,KY,0.006
0.095,,21235,13.15,KY,0.001
0.097,4.637,21235,13.15,KY,0.001
0.128,,21237,12.92,KY,0.0
0.13,6.647,21237,12.92,KY,0.0
0.058,,21239,13.19,KY,0.025
0.061,4.034,21239,13.19,KY,0.032
0.056,,22001,10.36,LA,0.009
0.056,5.318,22001,10.36,LA,0.008
0.085,,22003,9.96,LA,0.026
0.083,4.981,22003,9.96,LA,0.022
0.057,,22005,11.35,LA,0.012
0.053,4.131,22005,11.35,LA,0.01
0.084,,22007,11.43,LA,0.009
0.071,5.292,22007,11.43,LA,0.01
0.072,,22009,10.11,LA,0.003
0.072,5.128,22009,10.11,LA,0.003
0.07,,22011,9.7,LA,0.003
0.07,4.691,22011,9.7,LA,0.006
0.074,,22013,10.74,LA,0.0
0.071,6.115,22013,10.74,LA,0.0
0.054,,22015,10.84,LA,0.013
0.057,4.655,22015,10.84,LA,0.012
0.067,,22017,10.58,LA,0.006
0.071,5.144,22017,10.58,LA,0.006
0.059,,22019,9.86,LA,0.006
0.057,5.163,22019,9.86,LA,0.006
0.074,,22021,10.92,LA,0.003
0.069,6.037,22021,10.92,LA,0.003
0.053,,22023,10.15,LA,0.002
0.052,4.045,22023,10.15,LA,0.001
0.085,,22025,10.56,LA,0.005
0.08,4.883,22025,10.56,LA,0.002
0.077,,22027,11.26,LA,0.002
0.08,5.135,22027,11.26,LA,0.001
0.097,,22029,10.4,LA,0.004
0.1,5.354,22029,10.4,LA,0.004
0.083,,22031,10.13,LA,0.008
0.078,5.885,22031,10.13,LA,0.006
0.063,,22033,11.01,LA,0.012
0.058,5.556,22033,11.01,LA,0.012
0.157,,22035,12.03,LA,0.003
0.142,5.391,22035,12.03,LA,0.002
0.074,,22037,10.86,LA,0.002
0.069,5.006,22037,10.86,LA,0.0
0.072,,22039,10.13,LA,0.017
0.066,5.87,22039,10.13,LA,0.024
