Unemployment,Income inequality,FIPS,Air pollution - particulate matter,State,Population that is not proficient in English
0.073,4.789,45083,12.87,SC,0.023
0.103,,45085,12.35,SC,0.011
0.086,4.339,45085,12.35,SC,0.01
0.14,,45087,12.73,SC,0.003
0.111,4.672,45087,12.73,SC,0.002
0.131,,45089,12.3,SC,0.009
0.103,5.491,45089,12.3,SC,0.008
0.109,,45091,12.66,SC,0.012
0.089,4.763,45091,12.66,SC,0.012
0.029,3.55,46003,11.4,SD,0.023
0.035,,46005,11.08,SD,0.051
0.035,4.262,46005,11.08,SD,0.058
0.056,,46007,11.93,SD,0.001
0.052,4.548,46007,11.93,SD,0.001
0.048,,46009,11.72,SD,0.003
0.04,4.923,46009,11.72,SD,0.002
0.038,,46011,12.2,SD,0.009
0.032,4.299,46011,12.2,SD,0.008
0.036,,46013,10.35,SD,0.006
0.032,3.926,46013,10.35,SD,0.01
0.035,,46015,11.15,SD,0.003
0.033,3.49,46015,11.15,SD,0.007
0.143,,46017,10.79,SD,0.002
0.127,4.734,46017,10.79,SD,0.002
0.046,,46019,10.23,SD,0.003
0.037,4.088,46019,10.23,SD,0.002
0.05,,46023,11.56,SD,0.001
0.043,4.56,46023,11.56,SD,0.001
0.046,,46025,11.29,SD,0.003
0.04,3.773,46025,11.29,SD,0.012
0.04,,46027,11.72,SD,0.006
0.037,6.161,46027,11.72,SD,0.009
0.038,,46029,11.74,SD,0.004
0.034,3.833,46029,11.74,SD,0.003
0.083,,46031,9.65,SD,0.002
0.073,5.564,46031,9.65,SD,0.001
0.046,,46033,11.27,SD,0.0
0.043,4.54,46033,11.27,SD,0.0
0.033,,46035,11.61,SD,0.009
0.03,4.163,46035,11.61,SD,0.011
0.063,,46037,11.17,SD,0.006
0.056,5.16,46037,11.17,SD,0.006
0.055,,46039,12.24,SD,0.01
0.051,3.166,46039,12.24,SD,0.013
0.132,,46041,9.72,SD,0.0
0.133,5.634,46041,9.72,SD,0.001
0.034,,46043,11.59,SD,0.013
0.031,4.171,46043,11.59,SD,0.006
0.036,,46045,9.56,SD,0.005
0.032,4.055,46045,9.56,SD,0.0
0.051,,46047,11.96,SD,0.0
0.044,5.968,46047,11.96,SD,0.0
0.041,,46049,9.8,SD,0.002
0.033,3.981,46049,9.8,SD,0.003
0.049,,46051,12.09,SD,0.026
0.047,3.72,46051,12.09,SD,0.012
0.041,,46053,11.5,SD,0.003
0.037,4.611,46053,11.5,SD,0.002
0.043,,46057,11.83,SD,0.012
0.037,3.784,46057,11.83,SD,0.012
0.031,,46059,10.41,SD,0.001
0.027,3.792,46059,10.41,SD,0.001
0.047,,46061,11.79,SD,0.006
0.039,3.428,46061,11.79,SD,0.004
0.034,,46065,10.38,SD,0.001
0.03,4.412,46065,10.38,SD,0.001
0.036,,46067,11.77,SD,0.006
0.033,4.737,46067,11.77,SD,0.006
0.074,,46071,11.25,SD,0.003
0.065,3.576,46071,11.25,SD,0.0
0.024,3.728,46073,11.13,SD,0.018
0.035,,46077,11.68,SD,0.004
0.031,3.651,46077,11.68,SD,0.003
0.041,,46079,12.06,SD,0.009
0.037,4.551,46079,12.06,SD,0.006
0.046,,46081,10.58,SD,0.005
0.039,4.52,46081,10.58,SD,0.006
0.035,,46083,12.0,SD,0.003
0.029,3.303,46083,12.0,SD,0.003
0.058,,46085,10.87,SD,0.002
0.045,4.367,46085,10.87,SD,0.002
0.057,,46091,11.08,SD,0.009
0.051,4.731,46091,11.08,SD,0.015
0.045,,46087,11.99,SD,0.003
0.035,3.784,46087,11.99,SD,0.005
0.04,5.167,46089,9.62,SD,0.001
0.047,,46093,10.44,SD,0.002
0.041,3.622,46093,10.44,SD,0.002
0.076,,46095,11.31,SD,0.003
0.07,4.851,46095,11.31,SD,0.003
0.041,,46097,11.77,SD,0.001
0.04,4.325,46097,11.77,SD,0.001
0.042,,46099,12.25,SD,0.024
0.034,3.707,46099,12.25,SD,0.024
0.057,,46101,12.33,SD,0.005
0.047,3.541,46101,12.33,SD,0.006
0.045,,46103,10.91,SD,0.005
0.038,3.957,46103,10.91,SD,0.005
0.04,,46105,9.81,SD,0.0
0.037,5.361,46105,9.81,SD,0.001
0.042,,46107,9.68,SD,0.001
0.038,4.128,46107,9.68,SD,0.002
0.06,,46109,11.78,SD,0.003
0.053,4.532,46109,11.78,SD,0.002
0.035,,46111,11.47,SD,0.008
0.029,3.918,46111,11.47,SD,0.009
0.137,,46113,11.84,SD,0.002
0.129,5.916,46113,11.84,SD,0.001
0.042,,46115,10.64,SD,0.01
0.037,4.351,46115,10.64,SD,0.011
0.029,,46117,10.42,SD,0.0
0.027,3.795,46117,10.42,SD,0.0
0.09,,46121,11.76,SD,0.002
0.088,4.883,46121,11.76,SD,0.002
0.042,,46123,11.43,SD,0.0
0.038,4.382,46123,11.43,SD,0.0
0.038,,46125,11.93,SD,0.002
0.034,3.652,46125,11.93,SD,0.002
0.047,,46127,11.67,SD,0.003
0.042,3.71,46127,11.67,SD,0.001
0.057,,46129,9.48,SD,0.002
0.048,4.876,46129,9.48,SD,0.001
0.04,,46135,11.75,SD,0.01
0.035,4.594,46135,11.75,SD,0.008
0.074,,46137,9.97,SD,0.006
0.06,7.186,46137,9.97,SD,0.005
0.078,,47001,13.41,TN,0.008
0.079,4.848,47001,13.41,TN,0.008
0.089,,47003,13.94,TN,0.046
0.084,4.454,47003,13.94,TN,0.049
0.102,,47005,14.78,TN,0.006
0.106,4.679,47005,14.78,TN,0.008
0.099,,47007,13.71,TN,0.003
0.104,4.629,47007,13.71,TN,0.003
0.068,,47009,13.38,TN,0.009
0.069,4.266,47009,13.38,TN,0.009
0.074,,47011,13.47,TN,0.014
0.075,4.701,47011,13.47,TN,0.013
0.105,,47013,13.27,TN,0.002
0.108,4.944,47013,13.27,TN,0.002
0.073,,47015,14.13,TN,0.005
0.071,4.338,47015,14.13,TN,0.005
0.109,,47017,14.49,TN,0.002
0.121,4.945,47017,14.49,TN,0.002
0.08,,47019,13.03,TN,0.0
0.086,4.686,47019,13.03,TN,0.001
0.072,,47021,14.57,TN,0.006
0.066,3.536,47021,14.57,TN,0.005
0.085,,47023,13.64,TN,0.005
0.089,5.347,47023,13.64,TN,0.005
0.104,,47025,13.16,TN,0.005
0.116,4.833,47025,13.16,TN,0.003
0.099,,47027,13.78,TN,0.005
0.108,4.508,47027,13.78,TN,0.007
0.111,,47029,13.22,TN,0.007
0.108,5.102,47029,13.22,TN,0.005
0.075,,47031,13.82,TN,0.007
0.073,4.973,47031,13.82,TN,0.011
0.102,,47033,13.87,TN,0.023
0.105,4.007,47033,13.87,TN,0.025
0.09,,47035,13.75,TN,0.005
0.096,4.276,47035,13.75,TN,0.005
0.066,,47037,14.46,TN,0.041
0.065,4.563,47037,14.46,TN,0.039
0.077,,47041,14.11,TN,0.027
0.082,4.62,47041,14.11,TN,0.027
0.096,,47039,14.25,TN,0.008
0.101,5.939,47039,14.25,TN,0.006
0.081,,47043,14.71,TN,0.006
0.073,4.335,47043,14.71,TN,0.005
0.116,,47045,13.72,TN,0.002
0.112,4.589,47045,13.72,TN,0.002
0.099,,47047,13.02,TN,0.006
0.098,4.468,47047,13.02,TN,0.004
0.09,,47049,13.6,TN,0.0
0.092,4.64,47049,13.6,TN,0.001
0.078,,47051,13.5,TN,0.009
0.075,4.164,47051,13.5,TN,0.007
0.116,,47053,14.1,TN,0.003
0.128,4.394,47053,14.1,TN,0.002
0.092,,47055,13.62,TN,0.005
0.092,4.794,47055,13.62,TN,0.006
0.104,,47057,13.2,TN,0.004
0.105,4.43,47057,13.2,TN,0.003
0.109,,47059,13.14,TN,0.011
0.106,4.317,47059,13.14,TN,0.009
0.094,,47061,13.68,TN,0.002
0.095,5.125,47061,13.68,TN,0.0
0.09,,47063,13.18,TN,0.045
0.089,4.825,47063,13.18,TN,0.041
0.075,,47065,13.49,TN,0.015
0.079,4.996,47065,13.49,TN,0.017
0.117,,47067,13.12,TN,0.001
0.123,5.05,47067,13.12,TN,0.002
0.11,,47069,13.21,TN,0.003
0.116,4.99,47069,13.21,TN,0.002
0.095,,47071,13.5,TN,0.003
0.101,4.889,47071,13.5,TN,0.002
0.079,,47073,13.1,TN,0.005
0.08,4.19,47073,13.1,TN,0.003
0.112,,47075,13.5,TN,0.012
0.118,4.237,47075,13.5,TN,0.012
0.106,,47077,14.15,TN,0.003
0.12,4.666,47077,14.15,TN,0.003
0.102,,47079,14.5,TN,0.003
0.105,4.697,47079,14.5,TN,0.003
0.092,,47081,14.63,TN,0.002
0.086,4.749,47081,14.63,TN,0.002
0.096,,47083,14.8,TN,0.0
0.097,4.431,47083,14.8,TN,0.001
0.093,,47085,14.9,TN,0.002
0.088,4.376,47085,14.9,TN,0.001
0.094,,47087,13.92,TN,0.001
0.097,4.485,47087,13.92,TN,0.001
0.101,,47089,13.25,TN,0.01
0.098,4.381,47089,13.25,TN,0.009
0.098,,47091,13.0,TN,0.003
0.099,4.889,47091,13.0,TN,0.003
0.063,,47093,13.34,TN,0.013
0.066,4.723,47093,13.34,TN,0.012
0.102,,47095,13.46,TN,0.007
0.104,4.851,47095,13.46,TN,0.006
0.124,,47097,13.46,TN,0.003
0.137,4.816,47097,13.46,TN,0.004
0.113,,47099,13.61,TN,0.006
0.121,4.325,47099,13.61,TN,0.005
0.107,,47101,14.19,TN,0.0
0.106,4.454,47101,14.19,TN,0.006
0.055,,47103,13.49,TN,0.004
0.058,4.167,47103,13.49,TN,0.003
0.067,,47105,13.49,TN,0.025
0.074,4.455,47105,13.49,TN,0.022
0.081,,47111,13.98,TN,0.013
0.08,4.61,47111,13.98,TN,0.01
0.082,,47113,13.85,TN,0.01
0.084,5.215,47113,13.85,TN,0.009
0.089,,47115,13.47,TN,0.002
0.09,4.907,47115,13.47,TN,0.002
0.112,,47117,13.95,TN,0.013
0.101,4.301,47117,13.95,TN,0.013
0.093,,47119,14.21,TN,0.014
0.086,4.261,47119,14.21,TN,0.011
0.092,,47107,13.52,TN,0.009
0.092,4.44,47107,13.52,TN,0.007
0.097,,47109,13.32,TN,0.005
0.112,4.936,47109,13.32,TN,0.005
0.099,,47121,13.57,TN,0.0
0.101,5.369,47121,13.57,TN,0.0
0.106,,47123,13.46,TN,0.007
0.107,4.457,47123,13.46,TN,0.009
0.078,,47125,14.58,TN,0.012
0.081,3.97,47125,14.58,TN,0.012
0.074,,47127,13.71,TN,0.001
0.07,3.54,47127,13.71,TN,0.001
0.104,,47129,13.58,TN,0.003
0.106,4.675,47129,13.58,TN,0.005
0.133,,47131,13.75,TN,0.009
0.117,4.51,47131,13.75,TN,0.01
0.087,,47133,13.76,TN,0.003
0.091,4.304,47133,13.76,TN,0.003
0.118,,47135,14.42,TN,0.0
0.114,4.127,47135,14.42,TN,0.001
0.125,,47137,13.6,TN,0.005
0.127,4.311,47137,13.6,TN,0.005
0.096,,47139,13.45,TN,0.002
0.092,4.725,47139,13.45,TN,0.003
0.076,,47141,13.91,TN,0.022
0.077,5.798,47141,13.91,TN,0.029
0.105,,47143,13.64,TN,0.005
0.113,4.443,47143,13.64,TN,0.005
0.076,,47145,13.56,TN,0.004
0.08,4.284,47145,13.56,TN,0.003
0.071,,47147,14.35,TN,0.017
0.069,3.635,47147,14.35,TN,0.015
0.065,,47149,14.28,TN,0.021
0.065,3.883,47149,14.28,TN,0.02
0.174,,47151,13.41,TN,0.001
0.169,4.674,47151,13.41,TN,0.001
0.078,,47153,13.63,TN,0.004
0.088,5.078,47153,13.63,TN,0.004
0.087,,47155,13.3,TN,0.019
0.087,4.195,47155,13.3,TN,0.016
0.091,,47157,12.83,TN,0.021
0.097,5.342,47157,12.83,TN,0.021
0.075,,47159,14.08,TN,0.002
0.075,5.2,47159,14.08,TN,0.002
0.101,,47161,14.72,TN,0.007
0.097,5.112,47161,14.72,TN,0.003
0.07,,47163,13.04,TN,0.003
0.075,4.928,47163,13.04,TN,0.004
0.067,,47165,14.21,TN,0.007
0.065,3.894,47165,14.21,TN,0.009
0.089,,47167,13.16,TN,0.006
0.1,4.409,47167,13.16,TN,0.008
0.081,,47169,14.1,TN,0.002
0.087,4.301,47169,14.1,TN,0.002
0.092,,47171,13.09,TN,0.021
0.089,4.67,47171,13.09,TN,0.021
0.081,,47173,13.24,TN,0.002
0.083,4.789,47173,13.24,TN,0.002
0.116,,47175,13.82,TN,0.0
0.12,3.878,47175,13.82,TN,0.0
0.092,,47177,13.92,TN,0.028
0.092,4.501,47177,13.92,TN,0.028
0.067,,47179,13.07,TN,0.004
0.073,5.111,47179,13.07,TN,0.004
0.108,,47181,13.69,TN,0.009
0.115,4.94,47181,13.69,TN,0.005
0.118,,47183,14.16,TN,0.001
0.116,5.546,47183,14.16,TN,0.001
0.113,,47185,13.95,TN,0.002
0.112,4.325,47185,13.95,TN,0.003
0.054,,47187,14.52,TN,0.008
0.056,4.107,47187,14.52,TN,0.007
0.064,,47189,14.25,TN,0.008
0.065,4.016,47189,14.25,TN,0.008
0.077,,48001,9.18,TX,0.027
0.072,5.101,48001,9.18,TX,0.028
0.037,,48003,9.9,TX,0.084
0.037,5.43,48003,9.9,TX,0.096
0.067,,48005,9.06,TX,0.043
0.063,4.392,48005,9.06,TX,0.044
0.061,,48007,8.71,TX,0.028
0.061,5.101,48007,8.71,TX,0.028
0.049,,48009,9.79,TX,0.026
0.049,4.0,48009,9.79,TX,0.022
0.041,4.099,48011,9.75,TX,0.018
0.066,,48013,8.36,TX,0.048
0.062,4.852,48013,8.36,TX,0.048
0.06,,48015,8.63,TX,0.033
0.058,4.582,48015,8.63,TX,0.035
0.066,,48017,9.18,TX,0.082
0.069,3.993,48017,9.18,TX,0.147
0.06,,48019,8.56,TX,0.012
0.055,4.31,48019,8.56,TX,0.011
0.064,,48021,8.67,TX,0.06
0.061,4.34,48021,8.67,TX,0.059
0.043,,48023,9.73,TX,0.011
0.049,4.507,48023,9.73,TX,0.007
0.07,,48025,8.49,TX,0.035
0.065,4.468,48025,8.49,TX,0.036
0.073,,48027,8.99,TX,0.023
0.07,4.131,48027,8.99,TX,0.023
0.066,,48029,8.45,TX,0.063
0.06,4.674,48029,8.45,TX,0.062
0.055,,48031,8.77,TX,0.055
0.05,4.301,48031,8.77,TX,0.047
0.074,,48035,9.39,TX,0.035
0.066,4.37,48035,9.39,TX,0.031
0.068,,48037,10.69,TX,0.011
0.072,5.014,48037,10.69,TX,0.013
0.07,,48039,8.85,TX,0.04
0.066,4.318,48039,8.85,TX,0.037
0.055,,48041,8.74,TX,0.05
0.049,7.226,48041,8.74,TX,0.052
0.047,,48043,11.71,TX,0.027
0.053,4.753,48043,11.71,TX,0.035
0.071,,48047,8.53,TX,0.075
0.07,6.915,48047,8.53,TX,0.065
0.06,,48049,9.47,TX,0.018
0.057,4.454,48049,9.47,TX,0.013
0.06,,48051,8.74,TX,0.032
0.061,4.506,48051,8.74,TX,0.029
0.054,,48053,8.99,TX,0.044
0.05,4.2,48053,8.99,TX,0.047
0.07,,48055,8.58,TX,0.034
0.067,4.533,48055,8.58,TX,0.036
0.07,,48057,8.77,TX,0.055
0.063,4.372,48057,8.77,TX,0.054
0.051,,48059,9.59,TX,0.009
0.049,4.7,48059,9.59,TX,0.01
0.105,,48061,8.71,TX,0.181
0.101,5.47,48061,8.71,TX,0.181
0.077,,48063,10.3,TX,0.078
0.071,4.396,48063,10.3,TX,0.079
0.045,,48065,10.02,TX,0.002
0.045,3.448,48065,10.02,TX,0.003
0.091,,48067,10.65,TX,0.007
0.092,4.94,48067,10.65,TX,0.007
0.051,,48069,9.39,TX,0.132
0.055,3.77,48069,9.39,TX,0.119
0.077,,48071,9.21,TX,0.032
0.07,4.478,48071,9.21,TX,0.035
0.077,,48073,9.32,TX,0.056
0.075,4.828,48073,9.32,TX,0.056
0.053,,48075,9.66,TX,0.018
0.052,5.065,48075,9.66,TX,0.013
0.051,,48077,9.86,TX,0.002
0.051,4.0,48077,9.86,TX,0.006
0.077,,48079,9.18,TX,0.095
0.07,4.77,48079,9.18,TX,0.137
0.062,,48081,9.84,TX,0.018
0.062,4.238,48081,9.84,TX,0.014
0.059,,48083,9.56,TX,0.009
0.06,5.185,48083,9.56,TX,0.007
0.061,,48085,9.97,TX,0.042
0.057,4.037,48085,9.97,TX,0.04
0.047,,48087,9.77,TX,0.064
0.049,4.79,48087,9.77,TX,0.071
0.057,,48089,8.61,TX,0.045
0.052,4.661,48089,8.61,TX,0.037
0.061,,48091,8.56,TX,0.023
0.061,4.382,48091,8.56,TX,0.023
0.058,,48093,9.47,TX,0.041
0.053,4.782,48093,9.47,TX,0.047
0.071,,48095,9.71,TX,0.212
0.066,4.653,48095,9.71,TX,0.179
0.044,,48097,9.97,TX,0.038
0.045,4.636,48097,9.97,TX,0.037
0.086,,48099,9.19,TX,0.013
0.084,3.634,48099,9.19,TX,0.016
0.053,,48103,11.0,TX,0.106
0.049,4.392,48103,11.0,TX,0.115
0.04,,48105,10.58,TX,0.092
0.039,4.421,48105,10.58,TX,0.096
0.068,,48107,9.4,TX,0.059
0.059,4.296,48107,9.4,TX,0.061
0.039,,48111,11.17,TX,0.125
0.037,3.194,48111,11.17,TX,0.081
0.072,,48113,9.86,TX,0.117
0.067,4.666,48113,9.86,TX,0.115
0.069,,48115,9.42,TX,0.059
0.07,5.52,48115,9.42,TX,0.064
0.05,,48123,8.56,TX,0.029
0.049,5.03,48123,8.56,TX,0.024
0.049,,48117,9.73,TX,0.118
0.046,4.372,48117,9.73,TX,0.111
0.076,,48119,10.12,TX,0.025
0.072,4.642,48119,10.12,TX,0.005
0.06,,48121,9.92,TX,0.045
0.055,4.078,48121,9.92,TX,0.043
0.085,5.236,48125,9.49,TX,0.029
0.051,,48127,8.44,TX,0.118
0.045,5.871,48127,8.44,TX,0.104
0.055,,48129,9.76,TX,0.016
0.048,4.161,48129,9.76,TX,0.011
0.067,,48131,8.36,TX,0.073
0.061,4.805,48131,8.36,TX,0.068
0.061,,48133,9.58,TX,0.02
0.057,4.304,48133,9.58,TX,0.018
0.042,,48135,10.43,TX,0.085
0.04,4.516,48135,10.43,TX,0.09
0.068,,48137,9.55,TX,0.083
0.066,5.122,48137,9.55,TX,0.095
0.093,,48141,10.34,TX,0.164
0.088,4.851,48141,10.34,TX,0.161
0.068,,48139,9.62,TX,0.041
0.063,3.919,48139,9.62,TX,0.039
0.055,,48143,9.55,TX,0.037
0.057,5.793,48143,9.55,TX,0.042
0.084,,48145,8.98,TX,0.022
0.083,4.72,48145,8.98,TX,0.03
0.086,,48147,10.09,TX,0.021
0.085,4.624,48147,10.09,TX,0.021
0.048,,48149,8.61,TX,0.04
0.044,4.276,48149,8.61,TX,0.038
0.052,,48151,9.55,TX,0.02
0.053,3.955,48151,9.55,TX,0.015
0.068,,48153,9.42,TX,0.058
0.094,5.884,48153,9.42,TX,0.039
0.051,4.621,48155,9.67,TX,0.007
0.061,,48157,8.67,TX,0.059
0.057,4.077,48157,8.67,TX,0.058
0.065,,48159,10.24,TX,0.03
0.058,4.501,48159,10.24,TX,0.037
0.054,,48161,9.14,TX,0.033
0.055,4.735,48161,9.14,TX,0.04
0.056,,48163,8.27,TX,0.085
0.054,4.58,48163,8.27,TX,0.087
0.046,,48165,9.37,TX,0.096
0.046,4.788,48165,9.37,TX,0.089
0.077,,48167,9.07,TX,0.038
0.068,5.077,48167,9.07,TX,0.035
0.061,,48169,9.39,TX,0.26
0.056,4.785,48169,9.39,TX,0.261
0.042,,48171,8.84,TX,0.044
0.039,4.265,48171,8.84,TX,0.047
0.053,,48175,8.57,TX,0.029
0.05,4.72,48175,8.57,TX,0.03
0.046,,48177,8.54,TX,0.082
0.047,4.75,48177,8.54,TX,0.084
0.048,,48179,9.96,TX,0.03
0.045,4.284,48179,9.96,TX,0.038
0.072,,48181,10.03,TX,0.026
0.066,4.479,48181,10.03,TX,0.027
0.057,,48183,10.08,TX,0.041
0.055,4.785,48183,10.08,TX,0.04
0.065,,48185,8.7,TX,0.044
0.06,4.838,48185,8.7,TX,0.045
0.058,,48187,8.51,TX,0.03
0.056,3.759,48187,8.51,TX,0.028
0.065,,48189,9.33,TX,0.057
0.124,4.307,48189,9.33,TX,0.054
0.08,,48191,9.6,TX,0.062
0.074,4.935,48191,9.6,TX,0.052
0.054,,48193,9.36,TX,0.015
0.055,4.674,48193,9.36,TX,0.016
0.039,,48195,10.77,TX,0.092
0.037,3.552,48195,10.77,TX,0.098
0.051,,48197,9.7,TX,0.018
0.049,5.14,48197,9.7,TX,0.021
0.079,,48199,9.26,TX,0.009
0.08,4.693,48199,9.26,TX,0.007
0.068,,48201,8.75,TX,0.122
0.062,5.016,48201,8.75,TX,0.119
0.069,,48203,10.33,TX,0.028
0.064,5.126,48203,10.33,TX,0.027
0.044,,48205,10.56,TX,0.046
0.044,4.185,48205,10.56,TX,0.058
0.056,,48207,9.63,TX,0.055
0.052,4.559,48207,9.63,TX,0.079
0.057,,48209,8.67,TX,0.036
0.052,5.386,48209,8.67,TX,0.034
0.023,,48211,10.02,TX,0.064
0.025,4.159,48211,10.02,TX,0.056
0.073,,48213,9.52,TX,0.021
0.069,4.386,48213,9.52,TX,0.021
0.11,,48215,8.61,TX,0.22
0.108,5.636,48215,8.61,TX,0.215
0.069,,48217,9.41,TX,0.041
0.062,4.465,48217,9.41,TX,0.046
0.047,,48219,9.25,TX,0.044
0.044,4.419,48219,9.25,TX,0.051
0.056,,48221,9.63,TX,0.025
0.051,4.027,48221,9.63,TX,0.022
0.06,,48223,10.09,TX,0.046
0.053,4.224,48223,10.09,TX,0.039
0.095,,48225,8.82,TX,0.017
0.088,5.47,48225,8.82,TX,0.02
0.061,,48227,9.78,TX,0.085
0.057,4.525,48227,9.78,TX,0.071
0.057,,48229,10.53,TX,0.261
0.055,4.104,48229,10.53,TX,0.265
0.078,,48231,10.02,TX,0.025
0.066,5.362,48231,10.02,TX,0.026
0.055,,48233,10.27,TX,0.028
0.053,4.613,48233,10.27,TX,0.025
0.045,,48237,9.81,TX,0.031
0.041,3.903,48237,9.81,TX,0.036
0.052,,48239,8.71,TX,0.037
0.051,4.234,48239,8.71,TX,0.036
0.099,,48241,9.35,TX,0.017
0.098,5.092,48241,9.35,TX,0.02
0.055,,48243,11.05,TX,0.062
0.049,3.508,48243,11.05,TX,0.078
0.107,,48245,9.49,TX,0.042
0.105,5.533,48245,9.49,TX,0.045
0.048,,48247,8.46,TX,0.107
0.054,6.215,48247,8.46,TX,0.117
0.049,,48249,8.45,TX,0.052
0.05,5.826,48249,8.45,TX,0.05
0.066,,48251,9.62,TX,0.03
0.06,3.77,48251,9.62,TX,0.031
0.063,,48253,9.59,TX,0.035
0.062,4.819,48253,9.59,TX,0.026
0.068,,48255,8.48,TX,0.058
0.058,6.498,48255,8.48,TX,0.059
0.071,,48257,9.81,TX,0.038
0.065,4.171,48257,9.81,TX,0.041
0.055,,48259,8.61,TX,0.041
0.052,4.709,48259,8.61,TX,0.039
0.055,,48265,8.76,TX,0.027
0.053,4.501,48265,8.76,TX,0.026
0.055,,48267,9.26,TX,0.035
0.056,5.39,48267,9.26,TX,0.04
0.075,,48271,9.36,TX,0.058
0.078,5.015,48271,9.36,TX,0.075
0.059,,48273,8.57,TX,0.054
0.055,5.672,48273,8.57,TX,0.052
0.056,,48275,9.66,TX,0.049
0.057,4.861,48275,9.66,TX,0.058
0.043,,48283,8.14,TX,0.106
0.036,5.145,48283,8.14,TX,0.11
0.09,,48277,10.19,TX,0.014
0.079,4.954,48277,10.19,TX,0.014
0.077,,48279,9.25,TX,0.077
0.068,4.419,48279,9.25,TX,0.067
0.069,,48281,9.18,TX,0.026
0.069,4.393,48281,9.18,TX,0.03
0.045,,48285,8.6,TX,0.031
0.044,4.201,48285,8.6,TX,0.032
0.049,,48287,8.73,TX,0.045
0.047,4.64,48287,8.73,TX,0.047
0.067,,48289,8.84,TX,0.038
0.061,4.817,48289,8.84,TX,0.04
0.088,,48291,9.07,TX,0.03
0.081,4.828,48291,9.07,TX,0.033
0.061,,48293,9.08,TX,0.072
0.06,4.529,48293,9.08,TX,0.071
0.035,,48295,10.43,TX,0.079
0.039,3.919,48295,10.43,TX,0.081
0.042,,48297,8.39,TX,0.031
0.04,4.498,48297,8.39,TX,0.042
0.065,,48299,9.02,TX,0.017
0.061,5.461,48299,9.02,TX,0.02
0.055,,48303,9.33,TX,0.025
0.05,4.986,48303,9.33,TX,0.023
0.068,,48305,9.32,TX,0.042
0.058,4.489,48305,9.32,TX,0.05
0.069,,48313,8.73,TX,0.023
0.063,4.546,48313,8.73,TX,0.023
0.079,,48315,10.55,TX,0.004
0.069,6.241,48315,10.55,TX,0.002
0.043,,48317,9.83,TX,0.074
0.04,3.857,48317,9.83,TX,0.082
0.043,,48319,9.1,TX,0.037
0.043,6.145,48319,9.1,TX,0.036
0.099,,48321,8.83,TX,0.058
0.096,5.985,48321,8.83,TX,0.069
0.126,,48323,8.98,TX,0.26
0.126,5.338,48323,8.98,TX,0.268
0.053,,48307,9.42,TX,0.049
0.051,4.507,48307,9.42,TX,0.042
0.065,,48309,9.17,TX,0.041
0.061,5.14,48309,9.17,TX,0.039
0.064,,48325,8.39,TX,0.034
0.06,4.629,48325,8.39,TX,0.029
0.061,,48327,9.52,TX,0.032
0.06,5.406,48327,9.52,TX,0.038
0.035,,48329,10.29,TX,0.047
0.033,4.329,48329,10.29,TX,0.049
0.079,,48331,8.85,TX,0.026
0.071,4.86,48331,8.85,TX,0.022
0.051,,48333,9.36,TX,0.048
0.051,4.851,48333,9.36,TX,0.033
0.064,,48335,9.73,TX,0.037
0.061,3.606,48335,9.73,TX,0.045
0.049,,48337,9.91,TX,0.012
0.044,4.882,48337,9.91,TX,0.017
0.06,,48339,8.7,TX,0.052
0.054,4.662,48339,8.7,TX,0.052
0.041,,48341,10.39,TX,0.162
0.042,3.314,48341,10.39,TX,0.174
0.092,,48343,10.47,TX,0.02
0.088,4.865,48343,10.47,TX,0.024
0.063,,48347,9.34,TX,0.047
0.063,5.755,48347,9.34,TX,0.049
0.077,,48349,9.41,TX,0.059
0.071,4.596,48349,9.41,TX,0.065
0.118,,48351,9.47,TX,0.01
0.114,4.997,48351,9.47,TX,0.01
0.056,,48353,9.68,TX,0.04
0.054,4.423,48353,9.68,TX,0.041
0.062,,48355,8.56,TX,0.052
0.058,4.812,48355,8.56,TX,0.049
0.033,,48357,10.6,TX,0.112
0.033,4.263,48357,10.6,TX,0.134
0.049,5.653,48359,10.16,TX,0.015
0.098,,48361,9.59,TX,0.007
0.101,4.714,48361,9.59,TX,0.005
0.062,,48363,9.72,TX,0.041
0.06,4.847,48363,9.72,TX,0.041
0.056,,48365,10.01,TX,0.024
0.051,4.876,48365,10.01,TX,0.022
0.061,,48367,9.78,TX,0.014
0.057,4.5,48367,9.78,TX,0.014
0.048,,48369,9.33,TX,0.127
0.046,3.837,48369,9.33,TX,0.137
0.045,,48371,11.46,TX,0.115
0.049,5.968,48371,11.46,TX,0.111
0.083,,48373,8.96,TX,0.026
0.079,4.321,48373,8.96,TX,0.03
0.056,,48375,10.08,TX,0.072
0.052,4.687,48375,10.08,TX,0.077
0.124,,48377,10.74,TX,0.256
0.119,5.286,48377,10.74,TX,0.296
0.073,,48379,10.0,TX,0.01
0.064,4.287,48379,10.0,TX,0.016
0.042,,48381,9.74,TX,0.016
0.041,4.278,48381,9.74,TX,0.015
0.024,,48383,10.54,TX,0.134
0.029,3.191,48383,10.54,TX,0.115
0.072,,48385,9.02,TX,0.024
0.057,3.918,48385,9.02,TX,0.027
0.104,,48387,10.41,TX,0.024
0.098,4.546,48387,10.41,TX,0.024
0.096,,48389,11.18,TX,0.139
0.085,5.785,48389,11.18,TX,0.131
0.046,,48391,8.65,TX,0.026
0.042,4.366,48391,8.65,TX,0.034
